City,Population,Latitude,Longitude
arroio do meio,16331,-29.4,-51.95
coalinga,16331,36.1397222,-120.3591667
santa fe springs,16330,33.9472222,-118.0844444
oros,16329,-6.25,-38.916667
new milford,16326,40.935,-74.0194444
leopoldshohe,16324,52.016667,8.7
jiwani,16324,25.04992,61.746805
gobabis,16323,-22.45,18.9666667
san pedro de lloc,16323,-7.4327778,-79.5058333
budrio,16322,44.383333,11.9
benesov,16321,49.782377,14.686569
zabkowice slaskie,16321,50.591954,16.818407
viseu de sus,16321,47.716667,24.433333
clemmons,16319,36.0213889,-80.3822222
alamo,16319,26.1833333,-98.1227778
pantai remis,16318,4.4557,100.6288
clinton,16317,42.4166667,-71.6833333
tingi,16315,-11.3,35.0333333
blytheville,16315,35.9272222,-89.9188889
frankfort,16315,40.2794444,-86.5108333
domont,16314,49.027821,2.326384
bellmore,16313,40.6686111,-73.5275
panguipulli,16312,-39.633333,-72.333333
sancoale,16312,15.366667,73.9
johi,16311,26.692062,67.613305
zehdenick,16310,52.983333,13.333333
jamay,16310,20.3,-102.716667
monte aprazivel,16308,-20.75,-49.7
sansepolcro,16302,43.566667,12.133333
chor,16302,25.516667,69.766667
gainesville,16301,33.6258333,-97.1330556
narnaund,16300,29.216667,76.15
ochakiv,16300,46.612829,31.549822
tando ghulam ali,16299,25.124332,68.890127
roanoke rapids,16299,36.4613889,-77.6544444
lohr,16297,49.993611,9.578333
acatlan,16292,18.2,-98.05
zaltan,16291,32.95,11.8666667
verrieres-le-buisson,16288,48.745653,2.267956
middleton,16288,43.0972222,-89.5041667
pedregal,16287,8.3666667,-82.4333333
la poza,16286,20.116667,-96.966667
neratovice,16285,50.262281,14.508592
nederweert,16284,51.285013,5.749804
ginsheim-gustavsburg,16283,49.985833,8.3425
malnate,16282,45.8,8.883333
augusto correa,16280,-1.033333,-46.666667
manzanares,16278,5.324722,-75.156944
volokolamsk,16277,56.038968,35.957021
savignano sul rubicone,16276,44.095278,12.408611
puerto santander,16275,8.363611,-72.406295
san martin,16274,3.696373,-73.699575
central point,16270,42.3761111,-122.9152778
bad neustadt,16268,50.333333,10.216667
bon air,16268,37.5247222,-77.5580556
betera,16267,39.583333,-0.45
brvenica,16267,41.9672222,20.9808333
hopatcong,16267,40.9327778,-74.6597222
north valley stream,16266,40.685,-73.7022222
mangla,16263,31.893056,72.381667
verneuil-sur-seine,16261,48.980817,1.966678
bilgi,16257,16.35,75.616667
rokiskis,16257,55.9666667,25.5833333
nuth,16257,50.917304,5.886024
elektrougli,16257,55.724448,38.209081
greenfield,16257,39.785,-85.7694444
pampa,16257,35.5361111,-100.9594444
muzambinho,16254,-21.366667,-46.533333
hillcrest heights,16253,39.1519444,-76.8922222
karabulak,16252,44.908889,78.492222
sao joaquim,16250,-28.3,-49.933333
ustka,16250,54.582862,16.863289
glen avon,16249,34.0116667,-117.4838889
kulgam,16247,33.65,75.016667
moyale,16246,3.5163889,39.0691667
huarmey,16245,-10.0666667,-78.1666667
dixon,16244,38.4455556,-121.8222222
buritis,16243,-15.616667,-46.433333
penzberg,16243,47.75,11.383333
gandevi,16241,20.816667,72.983333
badvel,16238,14.75,79.05
huitzuco,16238,18.3,-99.35
signa,16237,43.783333,11.083333
damme,16236,52.516667,8.2
manzil bu zalafah,16232,36.683123,10.584312
kitama,16232,-10.7166667,39.7333333
cameron park,16232,38.6688889,-120.9861111
clarksburg,16232,39.2805556,-80.3447222
piritiba,16230,-11.733333,-40.566667
carolina,16229,-7.333333,-47.466667
kelheim,16227,48.916667,11.866667
uusikaupunki,16226,60.8,21.416667
makum,16226,27.5,95.45
bruggen,16224,51.25,6.183333
kamalganj,16223,27.266667,79.65
koulamoutou,16222,-1.1333333,12.4833333
orestias,16221,41.5030556,26.5297222
paranapanema,16218,-23.383333,-48.716667
rahden,16218,52.433333,8.616667
fontainebleau,16217,48.405367,2.700199
bhawana,16217,31.56918,72.648992
gualdo tadino,16216,43.233333,12.783333
surkhakhi,16215,43.1875,44.901944
traiskirchen,16212,48.016667,16.283333
beerse,16208,51.316667,4.866667
westervoort,16208,51.963667,5.971273
pantelimon,16206,44.45,26.2
dolores,16205,-33.5441667,-58.1972222
bassum,16204,52.85,8.733333
huercal-overa,16204,37.388968,-1.945362
las margaritas,16201,16.316667,-91.983333
winchester,16201,37.99,-84.1797222
brake,16199,53.333333,8.483333
hofgeismar,16199,51.483333,9.4
wendlingen,16199,48.683333,9.383333
asten,16199,51.405948,5.749224
chunskiy,16199,56.0815,99.6342
kamyzyak,16191,46.109949,48.073644
basse,16190,13.3166667,-14.2166667
macatuba,16180,-22.516667,-48.683333
dubasari,16180,47.263056,29.160833
tarifa,16179,36.01393,-5.606949
bruckmuhl,16178,47.883333,11.916667
la orilla,16178,17.983333,-102.233333
schrobenhausen,16177,48.55,11.266667
babai,16177,22.7,77.933333
aurora,16177,13.3476,122.5195
kyabe,16177,9.45,18.95
pushkar,16174,26.5,74.55
white settlement,16174,32.7594444,-97.4580556
mula,16172,38.040945,-1.490138
veracruz,16172,8.8833333,-79.6333333
baihar,16170,22.1,80.55
krasnogvardeyskoye,16169,45.846038,41.518852
la palma,16169,33.8463889,-118.0458333
pujili,16168,-0.95,-78.6833333
bostonia,16168,32.8075,-116.9355556
grefrath,16167,51.3,6.316667
bandikui,16166,27.05,76.566667
vechelde,16165,52.266667,10.383333
ferndale,16163,39.1830556,-76.6405556
le vesinet,16162,48.892811,2.133082
compostela,16162,21.233333,-104.916667
benavente,16159,42.002491,-5.678255
atenco,16159,19.516667,-98.916667
shilovo,16159,54.3204,40.874
reine,16157,32.723611,35.3125
cattolica,16157,43.966667,12.733333
baiersbronn,16156,48.5,8.383333
patzicia,16155,14.631667,-90.926944
melegnano,16155,45.35,9.316667
mastic,16155,40.8019444,-72.8413889
somerset east,16155,-32.721727,25.588041
gotera,16154,13.7,-88.1
sheridan,16154,44.7972222,-106.9555556
antonina,16152,-25.4314,-48.7184
conceicao das alagoas,16152,-19.916667,-48.383333
le pecq,16151,48.89317,2.103714
dinsor,16149,2.4,42.9833333
velika plana,16148,44.326111,21.074167
jollyville,16148,30.4425,-97.7747222
tahlequah,16146,35.9152778,-94.9697222
cachoeira,16145,-12.6,-38.966667
adliswil,16144,47.311896,8.528684
albany,16144,37.8869444,-122.2966667
ada,16144,34.7744444,-96.6780556
ebersbach,16143,48.716667,9.533333
lang suan,16142,9.945611,99.078472
chignahuapan,16138,19.833333,-98.033333
grenchen,16135,47.19354,7.396577
bouguenais,16135,47.177624,-1.621426
henderson,16134,36.3294444,-78.3994444
wilsonville,16134,45.3,-122.7725
chongoyape,16133,-6.6405556,-79.3891667
gryazovets,16133,58.88,40.2525
anaimalai,16132,10.583333,76.933333
overland,16130,38.7011111,-90.3622222
roosevelt,16129,40.6786111,-73.5894444
willow grove,16129,40.1438889,-75.1161111
rubiataba,16128,-15.133333,-49.8
samarate,16128,45.633333,8.783333
nambiyur,16126,11.366667,77.333333
cuncolim,16124,15.166667,73.983333
neerpelt,16122,51.216667,5.416667
rehlingen-siersburg,16121,49.366667,6.683333
saalfelden,16119,47.416667,12.85
itapaci,16118,-14.95,-49.566667
padre bernardo,16118,-15.35,-48.5
arroio grande,16117,-32.233333,-53.083333
morong,16117,14.678889,120.266111
kufstein,16116,47.583333,12.166667
san vicente,16115,15.295461,120.646531
pavullo nel frignano,16114,44.333333,10.833333
neuenhagen,16111,52.533333,13.683333
calatagan,16111,13.832236,120.632195
porto empedocle,16110,37.283333,13.533333
san marco in lamis,16109,41.716667,15.633333
wendelstein,16108,49.353611,11.148333
glinde,16106,53.55,10.2
ilave,16105,-16.0833333,-69.6666667
moissy-cramayel,16104,48.626052,2.601247
leca do bailio,16103,41.214567,-8.613484
masty,16102,53.4077778,24.5327778
piriyapatna,16101,12.339722,76.099167
sukhinichi,16100,54.099894,35.342544
bad segeberg,16097,53.933333,10.316667
erwitte,16097,51.616667,8.35
cabrobo,16096,-8.516667,-39.316667
certaldo,16096,43.55,11.033333
black forest,16096,39.0130556,-104.7002778
la union,16095,37.619154,-0.877993
la esperanza,16095,14.866667,-91.566667
zmiyiv,16095,49.696638,36.361089
lansdale,16094,40.2413889,-75.2841667
manati,16093,18.4294444,-66.4925
deception bay,16090,-27.193541,153.026306
berettyoujfalu,16090,47.216667,21.55
riverdale,16090,33.5725,-84.4133333
pyryatyn,16089,50.244501,32.510733
madera,16087,29.2,-108.116667
vialonga,16087,38.870945,-9.068234
mapastepec,16082,15.433333,-92.9
backa topola,16082,45.815,19.636111
saluzzo,16080,44.65,7.483333
swidwin,16076,53.776279,15.775524
salou,16075,41.076036,1.139829
halstenbek,16074,53.633333,9.85
aguadilla,16074,18.4294444,-67.1544444
radzyn podlaski,16071,51.783333,22.616667
silvi,16070,42.566667,14.083333
brielle,16070,51.900408,4.171243
jhol,16068,25.955068,68.888212
talah,16068,35.572436,8.670313
gelemso,16067,8.816667,40.516667
peraia,16067,40.5002778,22.925
maragogi,16066,-9.016667,-35.216667
shahi,16066,28.55,79.316667
laem sing,16066,12.481639,102.07375
buckhaven,16063,56.166667,-3.033333
neral,16061,19.033333,73.316667
anacortes,16061,48.5127778,-122.6113889
fonte boa,16060,-2.533333,-66.016667
ardistan,16058,33.3761,52.3694
oxford,16058,33.6141667,-85.835
phanom sarakham,16057,13.747873,101.3553
damara,16056,4.9666667,18.7
golitsyno,16056,55.60928,36.982121
os,16055,60.183944,5.475833
vatra dornei,16055,47.35,25.366667
aberdeen,16055,46.9755556,-123.8144444
zerbst,16054,51.966667,12.083333
bad krozingen,16051,47.916272,7.700622
brusciano,16051,40.916667,14.416667
nova petropolis,16050,-29.366667,-51.133333
pecan grove,16050,29.6258333,-95.7313889
cerea,16046,45.2,11.216667
santa helena,16045,-2.233333,-45.3
nikko,16042,36.75,139.616667
bulolo,16042,-7.2,146.65
south houston,16041,29.6627778,-95.2352778
giffnock,16038,55.8,-4.283333
horn lake,16036,34.9552778,-90.0347222
freilassing,16033,47.85,12.983333
ratekau,16031,53.95,10.733333
guiberoua,16030,6.238687,-6.171465
guru har sahai,16029,30.716667,74.416667
selenginsk,16028,52.006389,106.864722
newton,16028,41.6997222,-93.0477778
osny,16027,49.059366,2.061833
vitre,16026,48.117755,-1.205771
capela,16024,-10.5,-37.066667
north bay shore,16023,40.7361111,-73.2630556
qusar,16022,41.427284,48.42893
wardenburg,16019,53.066667,8.2
zherdevka,16019,51.84687,41.458318
varnsdorf,16018,50.915389,14.617839
vevey,16014,46.465264,6.841168
duffel,16011,51.1,4.516667
porto san giorgio,16010,43.183333,13.8
rakovski,16009,42.3,24.9666667
lembeni,16008,-3.7833333,37.6166667
buerarema,16002,-14.95,-39.316667
monthey,16002,46.255457,6.960665
nayagarh,16002,20.133333,85.1
witzenhausen,16001,51.333333,9.866667
kilwinning,16000,55.65,-4.716667
fleron,15994,50.616667,5.683333
trbovlje,15993,46.155,15.0533333
puspokladany,15990,47.316667,21.116667
laives,15989,46.433333,11.333333
brad,15988,46.133333,22.783333
adelphi,15988,39.0030556,-76.9722222
laurel,15986,37.6427778,-77.5091667
saran,15983,47.950127,1.876014
universal city,15983,29.5477778,-98.2908333
uslar,15982,51.666667,9.65
simmerath,15981,50.6,6.3
virarajendrapet,15978,12.2,75.8
sodhra,15976,32.461622,74.182339
kalabagh,15975,32.964999,71.556973
canon city,15972,38.4,-105.2166667
red wing,15972,44.5625,-92.5336111
ipaba,15971,-19.383333,-42.416667
sinjhoro,15971,26.030307,68.808979
tsotsin-yurt,15970,43.242058,46.000127
sangre grande,15968,10.5666667,-61.1333333
sahrak,15967,34.107375,64.305199
paracho,15965,19.65,-102.066667
gurun,15965,5.81717,100.473812
tepoztlan,15963,18.983333,-99.1
bhikhi,15960,30.066667,75.533333
buri,15959,-23.8,-48.583333
beckingen,15959,49.4,6.7
cehegin,15959,38.092913,-1.797605
ban mo,15959,14.615445,100.727306
kitui,15957,-1.3666667,38.0166667
patterson,15957,37.4716667,-121.1286111
westbrook,15956,43.6769444,-70.3716667
indri,15955,29.88,77.071111
thakurganj,15955,26.45,88.133333
nassjo,15954,57.65,14.683333
witrivier,15954,-25.319558,31.019234
fort erie,15953,42.9,-78.933333
athlone,15951,53.4227778,-7.9372222
gargzdai,15951,55.7127778,21.4033333
ozark,15951,37.0208333,-93.2058333
konjic,15950,43.6519444,17.9613889
lerum,15949,57.766667,12.266667
lynn haven,15945,30.2452778,-85.6483333
puurs,15944,51.083333,4.283333
highland springs,15942,37.5458333,-77.3280556
omegna,15940,45.883333,8.4
valparaiso,15939,-21.216667,-50.85
kalundborg,15939,55.681984,11.100426
forio,15939,40.733333,13.85
itaobim,15938,-16.566667,-41.833333
udalguri,15936,26.766667,92.133333
armilla,15934,37.142181,-3.624931
merke,15934,42.872778,73.178611
bodaybo,15934,57.850556,114.193333
floirac,15928,44.83238,-0.514107
ledziny,15928,50.129707,19.10729
solin,15927,43.55,16.5
defiance,15926,41.2844444,-84.3558333
fountain,15925,38.6822222,-104.7002778
onalaska,15924,43.8844444,-91.235
olsberg,15923,51.35,8.5
olecko,15923,54.036431,22.508387
qandala,15923,11.4711111,49.8738889
cossato,15921,45.566667,8.166667
carmen,15920,10.200948,-83.477775
trento,15916,8.045833,126.063611
clayton,15915,38.6425,-90.3236111
garwolin,15912,51.897384,21.614392
payson,15912,40.0444444,-111.7313889
bry-sur-marne,15911,48.838106,2.524879
pestovo,15910,58.503501,35.676734
pont-a-celles,15909,50.5,4.35
rura,15909,26.483333,79.9
wahiawa,15906,21.5027778,-158.0236111
waterville,15906,44.5519444,-69.6322222
ajoloapan,15905,19.978611,-99.047222
trussville,15903,33.6197222,-86.6088889
melenki,15902,55.3343,41.6295
tifton,15902,31.4502778,-83.5086111
el reten,15901,10.611353,-74.268237
satuba,15898,-9.566667,-35.816667
isabela,15898,10.2048,122.9888
eslov,15898,55.833333,13.333333
sarasota springs,15898,27.3086111,-82.4797222
melfi,15897,41,15.65
pombos,15895,-8.15,-35.4
ikeda,15895,34.016667,133.8
langley park,15895,38.9886111,-76.9816667
dublin,15894,32.5402778,-82.9038889
depew,15892,42.9038889,-78.6925
barentu,15891,15.1138889,37.5927778
itaporanga,15890,-7.3,-38.166667
busembatia,15889,0.7697222,33.6130556
blankenburg,15887,51.783333,10.95
vadamadurai,15886,10.466667,78.083333
san clemente,15886,-13.6666667,-76.15
mankayan,15886,16.8632,120.7829
giaveno,15884,45.033333,7.35
valenca do piaui,15881,-6.4,-41.75
donna,15879,26.17,-98.0516667
preganziol,15877,45.601389,12.237222
hettstedt,15876,51.65,11.5
god,15874,47.683241,19.134171
kannod,15872,22.666667,76.733333
hendrina,15871,-26.158806,29.715284
cakovec,15867,46.3844444,16.4338889
pokrov,15867,55.917973,39.172416
yellowknife,15866,62.45,-114.35
bilina,15866,50.548752,13.775444
petushki,15866,55.926393,39.46104
wang noi,15865,14.226889,100.7155
ajra,15864,16.116667,74.2
berga,15860,42.098215,1.844004
bad essen,15858,52.316667,8.333333
hude,15858,53.116667,8.466667
pipraich,15858,26.826389,83.53
beaufort,15855,5.3473,115.7455
les escaldes,15854,42.5,1.5333333
arenillas,15852,-3.55,-80.0666667
shahpur,15852,25.583333,84.45
albufeira,15851,37.090205,-8.25079
baguim do monte,15850,41.193919,-8.541327
coronel vivida,15841,-25.966667,-52.566667
sunel,15840,24.333333,76
sisauli,15839,29.416667,77.466667
conceicao da feira,15838,-12.5,-39
unhel,15838,23.333333,75.566667
arzgir,15838,45.372778,44.220556
dunayivtsi,15836,48.889087,26.856362
mihona,15832,26.284444,78.981667
avocado heights,15832,34.0361111,-117.9902778
uchana,15831,29.466667,76.166667
batavia,15831,42.9980556,-78.1877778
apostolove,15828,47.660028,33.713686
nyborg,15826,55.305846,10.803394
ichinohe,15825,40.206944,141.301667
ukiah,15825,39.1502778,-123.2066667
elko,15822,40.8325,-115.7622222
staphorst,15821,52.644273,6.210885
kamakhyanagar,15820,20.933333,85.55
sava,15819,40.4,17.55
saint-leu-la-foret,15812,49.016667,2.25
boom,15810,51.083333,4.366667
riemst,15809,50.8,5.6
collingwood,15809,44.5,-80.216667
baruun-urt,15808,46.7,113.2833333
przeworsk,15805,50.059053,22.49486
viroflay,15803,48.800785,2.161808
abhayapuri,15803,26.333333,90.666667
arkalgud,15803,12.765,76.056944
munak,15802,29.516667,76.85
galatone,15802,40.15,18.066667
ashland,15802,42.2611111,-71.4638889
altotonga,15800,19.766667,-97.233333
weener,15794,53.166667,7.35
saviano,15792,40.9,14.5
ladario,15790,-19.016667,-57.583333
jagalur,15789,14.533333,76.35
jodiya,15788,22.716667,70.283333
spring hill,15788,35.7511111,-86.93
streetsboro,15787,41.2391667,-81.3461111
fos-sur-mer,15783,43.438569,4.945717
dumra,15780,26.566667,85.516667
yoro,15776,15.1333333,-87.1333333
vitoria do mearim,15775,-3.466667,-44.883333
mint hill,15772,35.1794444,-80.6475
portland,15772,27.8769444,-97.3236111
kapit,15771,2.016667,112.933333
truckee,15771,39.3280556,-120.1822222
konigstein,15767,50.183333,8.466667
north decatur,15765,33.7902778,-84.3061111
artsyz,15761,45.991936,29.418236
cahokia,15761,38.5708333,-90.19
santa lucia,15760,10.324198,-74.960169
saint-fons,15760,45.708803,4.860567
nam phong,15759,16.702278,102.855695
gracanica,15758,44.7033333,18.3097222
pennagaram,15758,12.133333,77.9
seaford,15758,40.6658333,-73.4886111
banderilla,15757,19.583333,-96.933333
regensdorf,15756,47.429855,8.465128
le pontet,15747,43.96625,4.860409
sallanches,15747,45.936882,6.636638
wang saphung,15747,17.300972,101.7685
paraguacu,15742,-21.55,-45.733333
ucar,15741,40.518333,47.654167
budhgaon,15737,16.9,74.6
faridan,15737,32.988707,50.41267
khairagarh,15736,21.416667,80.966667
kankavli,15735,16.266667,73.7
svetogorsk,15734,61.112134,28.863211
choszczno,15733,53.169051,15.420537
persianovskiy,15730,47.529722,39.418333
leixlip,15729,53.3658333,-6.4955556
gura humorului,15728,47.55,25.9
wenceslau braz,15726,-23.85,-49.8
klasterec nad ohri,15724,50.388821,13.182397
avon,15724,41.4516667,-82.0355556
ankazobe,15722,-18.3166667,47.1166667
agliana,15721,43.9,11
simleu silvaniei,15721,47.233333,22.8
bartow,15718,27.8961111,-81.8433333
benoy,15717,8.9833333,16.3166667
la grange,15717,41.805,-87.8691667
nova granada,15716,-20.483333,-49.316667
khatima,15716,28.916667,79.966667
kinarut,15716,5.8231,116.0466
schwechat,15711,48.133333,16.466667
asmar,15708,35.033328,71.358087
menemeni,15706,40.6569444,22.9
besana in brianza,15703,45.7,9.283333
wilmington island,15702,32.0033333,-80.9738889
floral park,15702,40.7236111,-73.7052778
kamachumu,15701,-1.6186111,31.62
diamantino,15700,-14.416667,-56.45
divnoye,15700,45.908889,43.354722
longmeadow,15699,42.05,-72.5833333
belen de umbria,15698,5.200875,-75.868652
janakkala,15698,60.9,24.6
bondeno,15698,44.883333,11.416667
niederkruchten,15697,51.2,6.216667
itatinga,15696,-23.116667,-48.6
morlaix,15696,48.58733,-3.825005
ober-ramstadt,15695,49.833611,8.751944
la vista,15695,41.1838889,-96.0308333
oyten,15694,53.05,9.016667
ottweiler,15692,49.383333,7.166667
boisar,15692,19.8,72.75
teolocholco,15690,19.25,-98.183333
camrose,15687,53.016667,-112.816667
anicuns,15685,-16.466667,-49.966667
autun,15684,46.954878,4.300357
san giorgio ionico,15682,40.45,17.383333
santiago tuxtla,15681,18.466667,-95.3
middleburg heights,15681,41.3613889,-81.8130556
uniao,15678,-4.583333,-42.866667
newport,15674,39.0913889,-84.4958333
san antonio de la cal,15673,17.030833,-96.6975
kodinsk,15672,58.688056,99.184444
bagar,15671,28.1874,75.5005
aguazul,15670,5.172819,-72.547058
saubara,15669,-12.75,-38.75
harnoli,15669,32.279167,71.553889
gornyak,15669,50.994167,81.466111
srivaikuntam,15666,8.616667,77.933333
virovitica,15665,45.8319444,17.3838889
manthani,15665,18.65,79.666667
finale emilia,15665,44.833333,11.283333
frattaminore,15664,40.95,14.266667
toplita,15663,46.916667,25.333333
peniche,15661,39.357486,-9.380439
gradacac,15659,44.8808333,18.4269444
kingston,15658,41.9944444,-70.725
sevierville,15655,35.8680556,-83.5619444
fort thomas,15654,39.075,-84.4472222
hawaiian gardens,15652,33.8313889,-118.0719444
candelaria,15647,28.3548,-16.372684
novyy buh,15646,47.693084,32.521601
el reno,15643,35.5322222,-97.9547222
gentilly,15639,48.812937,2.341701
foso,15637,5.7,-1.2833333
ustron,15637,49.721526,18.801983
uzhur,15637,55.303611,89.833889
ocean city,15637,39.2775,-74.575
stephenville,15637,32.2205556,-98.2019444
san narciso,15635,15.0143,120.0803
abuyog,15632,10.747,125.0107
sim,15632,54.993,57.6982
madukkur,15631,10.483333,79.4
sarai sidhu,15631,30.594889,71.969766
karabash,15631,55.4808,60.2157
