City,Population,Latitude,Longitude
adjud,17299,46.1,27.166667
haukipudas,17298,65.183333,25.35
blomberg,17295,51.933333,9.083333
luce,17295,48.436895,1.463588
paharpur,17295,32.103844,70.97235
south orange,17295,40.7488889,-74.2616667
clinton,17295,41.1397222,-112.0497222
stabroek,17294,51.333333,4.366667
tiszaujvaros,17294,47.933333,21.083333
loikaw,17293,19.6833333,97.2166667
osuna,17290,37.237651,-5.107465
takhatgarh,17287,25.333333,73
orikhiv,17287,47.567311,35.785748
tres passos,17286,-27.45,-53.933333
calceta,17286,-0.85,-80.1666667
preveza,17283,38.95,20.75
fremont,17280,41.3502778,-83.1219444
elk plain,17279,47.0533333,-122.3963889
londerzeel,17274,51,4.3
bareggio,17271,45.466667,8.983333
bhanpuri,17270,21.1,80.916667
sardulgarh,17270,29.7,75.25
gossau,17268,47.41694,9.251252
ystad,17266,55.416667,13.816667
marion,17265,37.7305556,-88.9330556
mairena del alcor,17263,37.373014,-5.749515
mullingar,17262,53.5333333,-7.35
naldurg,17262,17.816667,76.3
marsciano,17262,42.9,12.333333
vero beach,17262,27.6383333,-80.3975
rahimatpur,17261,17.6,74.2
suvorovskaya,17261,44.1901,42.6595
brigham city,17261,41.5102778,-112.0147222
mulki,17260,13.1,74.8
eutin,17258,54.133333,10.616667
erba,17258,45.8,9.25
claremore,17258,36.3125,-95.6158333
sriperumbudur,17255,12.968889,79.948889
myrtle grove,17255,30.4208333,-87.3075
sabak,17251,3.7698,100.9879
painesville,17251,41.7244444,-81.2458333
sao bento,17245,-2.7,-44.833333
san giovanni valdarno,17245,43.566667,11.533333
colchester,17245,44.5438889,-73.1483333
arsk,17243,56.09151,49.877831
pindobacu,17242,-10.733333,-40.35
lingolsheim,17242,48.558334,7.684356
tak bai,17241,6.259472,102.054611
balugaon,17240,20.166667,85.1
aguadulce,17238,8.25,-80.55
wadern,17236,49.533333,6.883333
ilhavo,17236,40.599896,-8.667325
narragansett,17236,41.45,-71.45
wil,17234,47.462147,9.04289
santo anastacio,17233,-21.966667,-51.65
kreuzlingen,17233,47.648212,9.180338
sonson,17232,5.71062,-75.310685
kangaba,17232,11.9333333,-8.4166667
cutlerville,17231,42.8408333,-85.6636111
cestas,17230,44.743446,-0.67905
villeneuve-le-roi,17229,48.736837,2.400812
ladybrand,17228,-29.194483,27.45739
karlivka,17226,49.456677,35.129469
druzhba,17226,41.2222222,61.3066667
bendorf,17224,50.433333,7.566667
lavras da mangabeira,17221,-6.75,-38.95
le pre-saint-gervais,17220,48.88549,2.404224
gribanovskiy,17220,51.45792,41.976365
regente feijo,17219,-22.25,-51.333333
sinnai,17218,39.302222,9.203056
ballitoville,17218,-29.538969,31.214386
khanapur,17217,15.633333,74.516667
promyshlennaya,17216,54.9159,85.6385
junction city,17215,39.0286111,-96.8311111
torrelodones,17214,40.57466,-3.925302
soisy-sous-montmorency,17214,48.988126,2.301558
parede,17212,38.692815,-9.35412
rylsk,17211,51.5655,34.6822
kibara,17211,-2.15,33.45
agsu,17209,40.569167,48.396476
gilching,17204,48.116667,11.3
hochheim,17203,50.016667,8.35
san giovanni in fiore,17202,39.25,16.7
sitangkai,17200,4.662778,119.392778
encruzilhada do sul,17199,-30.533333,-52.516667
arcata,17199,40.8666667,-124.0816667
siderno,17194,38.266667,16.3
morganton,17191,35.7452778,-81.685
wolfratshausen,17190,47.916667,11.416667
wonji,17190,8.45,39.283333
kafar qasem,17189,32.114167,34.973889
felanitx,17187,39.471912,3.15082
penalva,17186,-3.3,-45.166667
south burlington,17185,44.4669444,-73.1713889
akonolinga,17181,3.7666667,12.25
anahuac,17181,27.233333,-100.15
ngerengere,17181,-6.75,38.1166667
santa quiteria do maranhao,17180,-3.516667,-42.533333
varadero,17178,23.1536111,-81.2513889
khetri,17178,27.983333,75.8
yumbe,17178,3.4463889,31.2702778
kamwenge,17177,0.2111111,30.4208333
ribnitz-damgarten,17176,54.25,12.466667
mustasaari,17176,63.116667,21.716667
kolaras,17176,25.233333,77.6
eirunepe,17175,-6.666667,-69.866667
viradouro,17172,-20.883333,-48.3
selb,17172,50.166667,12.133333
tena,17172,-0.9833333,-77.8166667
walnut park,17168,33.9680556,-118.2241667
radzionkow,17167,50.416667,18.916667
ludus,17165,46.483333,24.1
bischheim,17164,48.610191,7.742446
greenwood,17162,33.5161111,-90.1794444
ipero,17161,-23.35,-47.683333
miedzyrzec podlaski,17158,51.986397,22.782482
terzigno,17155,40.8,14.483333
banepa,17154,27.6333333,85.5166667
new port richey,17154,28.2438889,-82.7194444
koropion,17151,37.9,23.8833333
kondrovo,17151,54.806389,35.927778
terrell,17150,32.7358333,-96.275
itabaianinha,17149,-11.266667,-37.783333
pinewood,17149,25.8686111,-80.2172222
taleigao,17148,15.466667,73.8
mahayag,17146,8.1183,123.4455
marmande,17143,44.500371,0.16546
farmingville,17142,40.8311111,-73.03
pallasovka,17139,50.05,46.883333
okolona,17134,38.1411111,-85.6877778
adelfia,17132,41,16.866667
kepala batas,17131,5.517069,100.426498
figline valdarno,17130,43.616667,11.466667
haaltert,17129,50.9,4
dutse,17129,11.759404,9.339207
uttarkashi,17125,30.733333,78.45
calarasi,17125,47.254444,28.308056
wyckoff,17124,41.0094444,-74.1733333
gualaceo,17122,-2.9,-78.7833333
phu khieo,17122,16.3765,102.128528
bloemhof,17122,-27.646855,25.606973
eilenburg,17120,51.466667,12.616667
sint-oedenrode,17119,51.568126,5.457817
natchez,17118,31.5602778,-91.4030556
cha grande,17117,-8.233333,-35.45
rajgarh,17115,22.683333,74.95
carate brianza,17114,45.683333,9.233333
ipueiras,17111,-7.033333,-40.45
shurugwi,17107,-19.6666667,30
araguatins,17106,-5.600278,-47.933056
gretna,17106,29.9144444,-90.0538889
moirang,17104,24.5,93.766667
nirmali,17104,26.316667,86.583333
ceska trebova,17103,49.901115,16.445046
pidhorodne,17103,48.575277,35.106804
busko-zdroj,17095,50.466667,20.716667
laukaa,17093,62.416667,25.95
puma,17092,-5,34.7333333
zacualtipan,17090,20.65,-98.6
glenvar heights,17087,25.7072222,-80.3258333
horodok,17086,49.163739,26.58394
maracena,17085,37.208244,-3.633508
rudbar,17085,36.8049,49.408
bhanpura,17084,24.513,75.7469
sevan,17083,40.555,44.9536111
yuza,17083,39,139.916667
annonay,17082,45.239695,4.670747
amroli,17082,21.3,72.85
chalala,17082,21.416667,71.166667
horasan,17076,40.045833,42.172778
quthing,17073,-30.4,27.7166667
hopkins,17073,44.925,-93.4625
nuristan,17072,34.95,70.4
skegness,17072,53.133333,0.35
nyon,17071,46.388848,6.239319
eustis,17071,28.8525,-81.6855556
mombaca,17065,-5.75,-39.633333
sao jeronimo,17057,-29.966667,-51.716667
heilbad heiligenstadt,17056,51.383333,10.133333
vise,17054,50.733333,5.7
mahiari,17053,22.592222,88.237778
alotenango,17052,14.480278,-90.8075
vesoul,17050,47.626044,6.142506
wateringen,17050,52.023061,4.274782
plast,17050,54.327231,60.867323
hassleholm,17050,56.15,13.766667
ellensburg,17049,46.9966667,-120.5466667
naraina,17048,26.783333,75.2
naarden,17047,52.292164,5.149612
vlagtwedde,17047,53.027478,7.115137
rutland,17043,43.6105556,-72.9730556
mahebourg,17042,-20.4080556,57.7
marly-le-roi,17041,48.866667,2.083333
tandahimba,17041,-10.75,39.6333333
saint marys,17040,30.7302778,-81.5466667
camas,17040,45.5872222,-122.3983333
piossasco,17036,44.983333,7.466667
floresti,17032,47.893333,28.301389
vulcanesti,17032,45.684167,28.402778
solanea,17031,-6.75,-35.65
ayamonte,17026,37.209938,-7.402661
sikeston,17026,36.8766667,-89.5877778
tlajomulco,17025,20.466667,-103.45
sigmaringen,17023,48.083333,9.216667
castel maggiore,17023,44.566667,11.366667
tukwila,17022,47.4741667,-122.2597222
aurad,17019,18.25,77.433333
den chai,17019,17.983722,100.052167
iselin,17019,40.5752778,-74.3227778
nawabganj,17016,26.866667,82.133333
harnosand,17016,62.636111,17.941111
holden,17016,42.3516667,-71.8638889
maghar,17013,26.757222,83.127778
tiffin,17013,41.1144444,-83.1780556
sao pedro da cova,17011,41.155081,-8.504124
maymanak,17010,39.0561111,65.4211111
bellinzona,17006,46.195201,9.02283
strzegom,17004,50.959294,16.347235
jatara,17003,25.016667,79.05
gennep,17002,51.694099,5.977146
monte cristi,17001,19.8666667,-71.65
vila real,17001,41.30062,-7.744129
nong kung si,17001,16.655926,103.297233
mundgod,17000,14.966667,75.033333
kristinehamn,17000,59.333333,14.116667
muheza,17000,-5.1666667,38.7833333
florida ridge,16999,27.58,-80.3869444
kaset sombun,16996,16.280528,101.954222
mineral wells,16993,32.8083333,-98.1125
artesia,16992,33.8658333,-118.0822222
san diego,16991,9.898985,-84.00287
mercedes,16991,14.1093,123.0109
ihosy,16990,-22.4,46.1166667
stekene,16989,51.2,4.033333
beek,16989,50.939978,5.796491
maranello,16988,44.533333,10.866667
sacramento,16983,-19.883333,-47.45
corciano,16983,43.133333,12.283333
zarumilla,16983,-3.5030556,-80.2730556
pinas,16981,-3.6666667,-79.65
cimarron hills,16981,38.8586111,-104.6983333
catumbela,16980,-12.431389,13.547222
barroso,16975,-21.183333,-43.966667
saint-joseph,16974,14.6666667,-61.0333333
dunaharaszti,16973,47.354495,19.098223
kirksville,16973,40.1947222,-92.5830556
denderleeuw,16969,50.883333,4.066667
bara,16969,13.7,30.3666667
santa maria,16967,16.6,-22.9
mount vernon,16965,40.3933333,-82.4858333
poptun,16963,16.331111,-89.416944
bhan,16962,26.558311,67.721386
berezhany,16962,49.442315,24.932315
marina,16957,36.6844444,-121.8011111
tzaneen,16954,-23.833222,30.163506
armeria,16953,18.915278,-103.969444
kusk,16952,33.29565,61.952206
bogo,16952,10.7361111,14.6108333
isfana,16952,39.8333333,69.5166667
narwar,16949,25.65,77.9
bealanana,16948,-14.55,48.7333333
springboro,16947,39.5522222,-84.2333333
bhindar,16946,24.5,74.183333
kavalerovo,16945,44.2661,135.0572
medvedovskaya,16941,45.451511,39.024847
manjhanpur,16940,25.533333,81.383333
arcelia,16940,18.283333,-100.266667
bato,16939,13.3528,123.3677
depalpur,16938,22.85,75.55
gescher,16937,51.95,7.016667
sid,16937,45.128333,19.226389
somma lombardo,16935,45.683333,8.7
palmela,16934,38.569021,-8.901255
townsend,16933,42.6666667,-71.7055556
mach,16932,29.86371,67.329785
novouzensk,16932,50.459167,48.143056
huntington,16932,40.8830556,-85.4975
saint-jean-de-la-ruelle,16931,47.911271,1.864833
alnavar,16928,15.433333,74.733333
kyzyl-suu,16927,42.3408333,77.9980556
didam,16927,51.940861,6.138833
tabira,16926,-7.583333,-37.55
ntungamo,16922,-0.8833333,29.65
bundibugyo,16920,0.7413889,30.0416667
malampaka,16916,-3.1333333,33.5333333
trzcianka,16914,53.040627,16.456285
norrtalje,16914,59.766667,18.7
la concepcion,16912,8.5166667,-82.6166667
riachao do jacuipe,16911,-11.8,-39.35
saint-cyr-sur-loire,16907,47.4,0.666667
tanakpur,16907,29.083333,80.116667
englewood,16907,26.9616667,-82.3527778
hanover,16906,42.1130556,-70.8125
bermeo,16904,43.420416,-2.724232
palau,16904,27.916667,-101.416667
kristiansund,16904,63.116667,7.75
letterkenny,16903,54.95,-7.7333333
lugoba,16902,-6.45,38.3333333
tarquinia,16898,42.25,11.75
paola,16896,39.35,16.033333
pridonskoy,16896,51.684059,39.072696
erlanger,16895,39.0166667,-84.6008333
krasnoobsk,16894,54.9198,82.9909
castelnau-le-lez,16890,43.633331,3.9
ngara,16890,-2.5122222,30.6558333
silva jardim,16889,-22.466667,-42.3
gormi,16889,26.599444,78.515
jawad,16889,24.6,74.85
hashtrud,16888,37.4779,47.0508
eibergen,16888,52.100406,6.646741
north canton,16886,40.8758333,-81.4025
beckley,16880,37.7780556,-81.1883333
dorchester,16879,50.716667,-2.433333
kutiyana,16879,21.623333,69.981667
sidrolandia,16878,-20.916667,-54.966667
vasilyevo,16877,55.835955,48.658201
alderwood manor,16875,47.8222222,-122.2808333
diepholz,16874,52.6,8.366667
palamos,16874,41.84843,3.129121
arcueil,16869,48.799931,2.332555
fafe,16868,41.454227,-8.167998
brzesko,16866,49.970044,20.607661
cariamanga,16862,-4.3333333,-79.55
dour,16861,50.4,3.783333
amarpatan,16860,24.316667,80.983333
eltville,16858,50.033333,8.116667
menzelinsk,16858,55.727056,53.102578
lattes,16857,43.567522,3.904604
junagarh,16857,19.866667,82.933333
marche-en-famenne,16856,50.2,5.333333
sibanicu,16856,21.235,-77.5263889
la libertad,16855,13.4883333,-89.3222222
destelbergen,16853,51.05,3.8
issaquah,16853,47.5302778,-122.0313889
toul,16848,48.674594,5.892905
matameye,16846,13.4238889,8.4777778
argentan,16845,48.745175,-0.018062
godfrey,16844,38.9555556,-90.1866667
ashwaubenon,16842,44.4822222,-88.07
challapalle,16841,16.116667,80.933333
bang rakam,16841,16.758472,100.117417
covington,16841,47.3483333,-122.1136111
papanasam,16839,10.933333,79.283333
sabana grande de boya,16835,18.95,-69.8
schneeberg,16833,50.6,12.633333
bua yai,16832,15.55,102.433333
mahudha,16828,22.816667,72.933333
caselle torinese,16826,45.166667,7.65
tiwi,16826,13.4585,123.6805
tuchkovo,16826,55.601111,36.468056
moraga,16826,37.835,-122.1286111
sawang daen din,16825,17.475306,103.457528
bad reichenhall,16823,47.733333,12.883333
mwandiga,16822,-4.83,29.6580556
frankenberg,16819,50.916667,13.033333
fiorano modenese,16817,44.533333,10.816667
americus,16817,32.0722222,-84.2327778
monselice,16815,45.233333,11.75
rafai,16814,4.95,23.9166667
lede,16813,50.966667,3.983333
san ignacio,16813,17.1561111,-89.0713889
concord,16810,42.4602778,-71.3494444
mandan,16809,46.8266667,-100.8891667
danilov,16808,58.1908,40.171707
nykobing,16807,54.7655,11.875085
idylwood,16805,38.895,-77.2119444
stockach,16800,47.85,9.016667
vilshofen,16800,48.633333,13.183333
tiverton,16799,50.9,-3.483333
iracemapolis,16796,-22.583333,-47.533333
onex,16796,46.183909,6.101809
kukmor,16795,56.1855,50.8944
perrysburg,16793,41.5569444,-83.6272222
jedrzejow,16792,50.640023,20.305868
bethpage,16791,40.7441667,-73.4825
este,16790,45.233333,11.65
radhan,16787,27.183333,67.95
campo alegre,16786,-9.8,-36.35
bo phloi,16786,14.323611,99.516111
madison,16786,32.4616667,-90.1152778
saint-omer,16785,50.748345,2.257656
civita castellana,16785,42.283333,12.416667
hilchenbach,16784,50.983333,8.1
hermitage,16784,41.2333333,-80.4488889
loxstedt,16783,53.466667,8.65
aragarcas,16781,-15.916667,-52.25
mikumi,16780,-7.4,36.9833333
sivagiri,16779,11.116667,77.8
achkhoy-martan,16779,43.189969,45.283733
arari,16777,-3.466667,-44.783333
seeheim-jugenheim,16776,49.765,8.651944
crest hill,16776,41.5547222,-88.0986111
mount clemens,16776,42.5972222,-82.8780556
medvezhyegorsk,16773,62.917131,34.456886
guimar,16772,28.3039,-16.432545
chickasha,16772,35.0525,-97.9361111
urziceni,16771,44.716667,26.633333
fot,16770,47.617703,19.188701
xochitepec,16768,18.783333,-99.233333
seabra,16765,-12.416667,-41.766667
itaocara,16763,-21.683333,-42.066667
plavsk,16763,53.709444,37.291944
long beach,16763,30.3502778,-89.1527778
el viso del alcor,16762,37.391063,-5.719934
ermua,16761,43.1879,-2.503497
nagamangala,16761,12.815556,76.7575
tsaratanana,16761,-16.7833333,47.65
ginir,16760,7.133333,40.7
campagna,16760,40.666667,15.116667
santa maria,16759,6.553611,125.470833
seminole,16758,27.8394444,-82.7913889
jenison,16758,42.9072222,-85.7919444
apodi,16757,-5.65,-37.8
honnali,16755,14.25,75.666667
essen,16754,51.466667,4.466667
amta,16753,22.58,88.008333
navalmoral de la mata,16752,39.891585,-5.540639
marumori,16752,37.916667,140.766667
las rosas,16752,16.4,-92.383333
chimichagua,16746,9.257778,-73.81228
baia-sprie,16746,47.666667,23.7
rancho mirage,16742,33.7397222,-116.4119444
grandville,16741,42.9097222,-85.7630556
woodmere,16740,40.6319444,-73.7130556
blantyre,16739,55.766667,-4.1
harsud,16738,22.1,76.733333
tskaltubo,16737,42.3397222,42.5991667
belonia,16737,23.252778,91.451389
piracanjuba,16736,-17.3,-49.016667
rakvere,16736,59.3463889,26.3558333
santo antonio do amparo,16730,-20.95,-44.916667
beri,16729,28.7,76.583333
koath,16727,25.316667,84.266667
avenal,16727,36.0041667,-120.1280556
boguszow-gorce,16726,50.755135,16.204937
villa hayes,16726,-25.1,-57.566667
rakovnik,16725,50.10257,13.728775
bytow,16724,54.176362,17.487638
deshnok,16721,27.8,73.35
gryfice,16720,53.91624,15.198219
heidenau,16719,50.983333,13.866667
przasnysz,16718,53.020284,20.882391
north ogden,16717,41.3072222,-111.9594444
mungaa,16715,-4.9666667,34.8833333
vitry-le-francois,16714,48.727074,4.591969
kanke,16714,23.433333,85.316667
media luna,16713,20.1419444,-77.435
abreus,16711,22.2775,-80.5675
el segundo,16710,33.9191667,-118.4155556
fairview park,16709,41.4413889,-81.8644444
bolhrad,16708,45.682621,28.614872
barbosa,16707,6.438088,-75.331355
lakinsk,16706,56.01931,39.948483
lemay,16706,38.5333333,-90.2791667
nowogard,16703,53.668859,15.123372
san jose iturbide,16702,21,-100.383333
crestview,16702,30.7619444,-86.5705556
huntley,16700,42.1680556,-88.4280556
pacho,16698,5.132778,-74.159771
creve coeur,16695,38.6608333,-90.4225
douglas,16692,31.3444444,-109.5447222
ouesso,16691,1.6136111,16.0516667
qeshm,16691,26.9581,56.2719
sayville,16691,40.7358333,-73.0825
ghedi,16690,45.4,10.266667
hirekerur,16688,14.466667,75.383333
deoli,16687,20.666667,78.483333
bar-le-duc,16686,48.772749,5.161085
mottola,16686,40.635278,17.035278
willimantic,16686,41.7105556,-72.2086111
itapecerica,16684,-20.466667,-45.116667
griffith,16684,41.5283333,-87.4236111
neustadt,16680,54.1,10.816667
illela,16679,14.4616667,5.2475
nederland,16679,29.9741667,-93.9922222
puerto lopez,16678,4.084514,-72.955974
phaphund,16677,26.6,79.466667
poronaysk,16677,49.216667,143.116667
momoxpan,16675,19.066667,-98.233333
itapissuma,16674,-7.766667,-34.9
vlasotince,16673,42.963611,22.123056
sillamae,16672,59.3997222,27.7547222
castilleja de la cuesta,16672,37.385937,-6.052577
babrala,16671,28.266667,78.4
barrington,16669,41.7405556,-71.3091667
ushibuka,16668,32.190556,130.022778
ilanskiy,16668,56.2325,96.0652
athgarh,16667,20.533333,85.616667
paz de ariporo,16666,5.880556,-71.891944
gunzenhausen,16666,49.1,10.75
parole,16664,38.9794444,-76.5308333
amaraji,16660,-8.4,-35.45
baden,16659,47.478029,8.302764
la baule-escoublac,16658,47.285604,-2.394031
carandai,16657,-20.933333,-43.916667
fort saint john,16656,56.25,-120.833333
aleksinac,16652,43.541667,21.707778
malihabad,16651,26.916667,80.716667
voorhout,16650,52.222592,4.482752
peruwelz,16647,50.516667,3.583333
muttenz,16646,47.525259,7.644511
llaillay,16646,-32.85,-70.966667
jhusi,16644,25.433333,81.933333
jeremoabo,16642,-10.066667,-38.35
bar,16641,49.07717,27.682559
pully,16640,46.510544,6.656071
wolcott,16639,41.6022222,-72.9872222
hibbing,16638,47.4272222,-92.9375
encantado,16637,-29.25,-51.883333
vicosa do ceara,16637,-3.566667,-41.083333
reitz,16637,-27.801383,28.427264
louth,16635,53.366667,-0.016667
tabuleiro do norte,16633,-5.25,-38.116667
maardu,16630,59.4280556,25.025
gubin,16629,51.949629,14.727588
borgo san lorenzo,16628,43.95,11.383333
carrboro,16626,35.91,-79.0755556
moses lake,16626,47.1302778,-119.2769444
bideford,16624,51.016667,-4.216667
illertissen,16623,48.216667,10.1
tradate,16621,45.716667,8.9
menasha,16621,44.2022222,-88.4463889
hille,16620,52.333333,8.75
amadeo,16618,14.170556,120.923611
balezino,16618,57.979634,53.01057
monte santo de minas,16617,-21.2,-46.983333
koping,16617,59.516667,16
thap than,16615,15.460632,99.891657
konigslutter,16614,52.25,10.816667
rio verde de mato grosso,16613,-18.933333,-54.866667
elbeuf,16613,49.286688,1.002876
oskarshamn,16613,57.266667,16.433333
arroyo grande,16613,35.1186111,-120.5897222
zlotoryja,16612,51.123612,15.915771
kedougou,16612,12.4833333,-11.95
easthampton,16611,42.2666667,-72.6694444
bad salzungen,16610,50.816667,10.233333
boppard,16606,50.233333,7.6
ciempozuelos,16606,40.156067,-3.616453
gummidipundi,16605,13.4,80.15
shirhatti,16605,15.233333,75.583333
wassenberg,16603,51.1,6.15
venezuela,16601,21.7352778,-78.7963889
young,16600,-32.6833333,-57.6333333
kashin,16599,57.359167,37.608056
waalre,16596,51.390482,5.43095
bobingen,16595,48.266667,10.833333
magsaysay,16592,6.766667,125.183333
owando,16590,-0.4869444,15.9080556
pelhrimov,16590,49.428201,15.223368
dabas,16590,47.185938,19.310908
rypin,16589,53.067489,19.415666
bang ban,16588,14.373945,100.485278
altepexi,16587,18.35,-97.316667
ejea de los caballeros,16586,42.126324,-1.137158
gebre guracha,16586,9.8,38.4
huai yot,16586,7.789334,99.634778
grafton,16583,42.2069444,-71.6861111
corinto,16579,3.174072,-76.259928
teonthar,16579,24.983333,81.65
tessenderlo,16574,51.066667,5.083333
pelileo,16572,-1.3166667,-78.5333333
roseau,16571,15.3,-61.4
severo-zadonsk,16570,54.034809,38.401721
mocajuba,16567,-2.583333,-49.5
tanauan,16567,11.109444,125.015556
archena,16563,38.116312,-1.300426
akureyri,16563,65.666667,-18.1
seymour,16562,41.3966667,-73.0763889
prospect heights,16562,42.0952778,-87.9375
bokajan,16561,26.016667,93.783333
noamundi,16560,22.15,85.533333
salumbar,16558,24.133333,74.05
kysucke nove mesto,16558,49.3,18.7833333
kirchlengern,16557,52.2,8.633333
banki,16557,20.383333,85.533333
olten,16555,47.357058,7.909101
palera,16555,25.016667,79.233333
estelle,16553,29.8455556,-90.1066667
babenhausen,16551,49.966667,8.957778
panorama,16551,40.5833333,23.0333333
laja,16550,-37.266667,-72.7
tapiramuta,16549,-11.85,-40.783333
tinton falls,16549,40.3041667,-74.1008333
guane,16548,22.2025,-84.0875
progreso,16548,20.25,-99.2
konstancin-jeziorna,16548,52.093277,21.118037
beltsville,16546,39.0347222,-76.9077778
herve,16544,50.633333,5.8
cuautepec,16543,20.033333,-98.3
lidzbark warminski,16540,54.128687,20.57807
resen,16539,41.0888889,21.0122222
cabayangan,16539,7.407222,125.733056
pendleton,16539,45.6722222,-118.7875
nailsea,16537,51.430278,-2.7625
pozoblanco,16534,38.379061,-4.848268
tarauaca,16526,-8.166667,-70.766667
lamin,16525,13.3522222,-16.4338889
swansea,16525,41.7480556,-71.1902778
dustlik,16524,40.5247222,68.0358333
herzele,16523,50.883333,3.883333
cihuatlan,16520,19.25,-104.566667
lunenburg,16520,42.5944444,-71.725
senador pompeu,16516,-5.583333,-39.366667
jicin,16516,50.435841,15.355569
weilerswist,16515,50.766667,6.833333
tonosho,16514,34.483333,134.183333
mulanje,16512,-16.0333333,35.5
camana,16509,-16.6227778,-72.7111111
vostryakovo,16509,55.399335,37.808291
kivertsi,16509,50.834248,25.45821
nyamuswa,16507,-1.9,34.0166667
svalyava,16507,48.548533,22.995782
asbury park,16507,40.2202778,-74.0125
mount vernon,16505,38.316,-88.9106
flers,16502,48.737217,-0.574657
huckeswagen,16499,51.15,7.35
garui,16499,22.633333,88.4
bohuslav,16498,49.549391,30.874396
otsuchi,16497,39.366667,141.9
bourbonnais,16495,41.1416667,-87.875
mittweida,16494,50.983333,12.983333
seka,16493,17.928511,103.955192
poplar bluff,16488,36.7569444,-90.3927778
julio de castilhos,16487,-29.233333,-53.683333
grimari,16486,5.7333333,20.05
brunswick,16486,31.1497222,-81.4916667
uthal,16485,25.807222,66.621944
cuilapa,16484,14.276389,-90.300278
khatra,16484,22.983333,86.85
bad sackingen,16483,47.55,7.95
northallerton,16480,54.333333,-1.433333
south river,16480,40.4463889,-74.3863889
lewes,16479,50.866667,-0.016667
sao felix do xingu,16478,-6.633333,-51.983333
garhshankar,16471,31.216667,76.133333
tondi,16469,9.733333,79.016667
zacoalco,16468,20.233333,-103.583333
varjota,16462,-4.133333,-40.5
polignano a mare,16462,41,17.216667
jocotepec,16459,20.3,-103.433333
tasbuget,16455,44.772778,65.5525
hunfeld,16454,50.666667,9.766667
guia de isora,16454,28.208587,-16.789471
fairhaven,16453,41.6375,-70.9041667
umbertide,16451,43.3,12.333333
la mana,16450,-0.9333333,-79.2166667
tassin-la-demi-lune,16450,45.754987,4.788123
stockelsdorf,16449,53.9,10.65
agua preta,16444,-8.7,-35.516667
mbuguni,16442,-3.5666667,36.95
hulyaypole,16442,47.663893,36.256326
wildomar,16442,33.5988889,-117.2791667
proletarsk,16441,40.1686111,69.5083333
jasaan,16435,8.654167,124.755556
lapy,16434,52.991104,22.884219
westchester,16434,41.8505556,-87.8819444
cocoa,16433,28.3858333,-80.7422222
kirchhain,16432,50.816667,8.966667
nigran,16432,42.147784,-8.801099
nea erithraia,16432,38.1,23.8166667
socastee,16431,33.6833333,-78.9986111
erenhot,16427,43.6475,111.976667
palagiano,16426,40.578889,17.038611
ipubi,16424,-7.65,-40.116667
bagnacavallo,16423,44.416667,12
orleans,16422,-28.35,-49.3
harenkarspel,16422,52.733333,4.783333
andes,16420,5.656098,-75.878772
losheim,16418,49.516667,6.75
octeville,16417,49.626118,-1.643486
hohenstein-ernstthal,16416,50.8,12.716667
naenwa,16416,25.766667,75.85
almoradi,16415,38.108786,-0.791966
saint pierre,16414,-20.2175,57.5208333
bharwari,16413,25.55,81.5
khilchipur,16412,24.033333,76.566667
bichena,16411,10.45,38.2
aguas vermelhas,16410,-15.75,-41.466667
pirai do sul,16409,-24.516667,-49.933333
katpadi,16408,12.983333,79.133333
medvedevo,16407,56.633885,47.804053
alagoa grande,16406,-7.05,-35.633333
ilinden,16406,41.9961111,21.5822222
zheleznodorozhnyy,16404,62.589988,50.859388
braunau,16403,48.266667,13.033333
littau,16403,47.050004,8.262739
tuntum,16402,-5.233333,-44.65
dajabon,16402,19.55,-71.7
bhainsdehi,16402,21.646667,77.6325
grafton,16399,-29.690121,152.933365
ovruch,16398,51.324595,28.803514
navalcarnero,16396,40.289078,-4.011966
marysville,16396,40.2363889,-83.3672222
norwalk,16396,41.2425,-82.6158333
cessnock,16394,-32.832111,151.356232
kumbhraj,16393,24.366667,77.05
tanjong karang,16393,3.4242,101.1849
collipulli,16392,-37.95,-72.433333
talwandi bhai,16392,30.85,74.933333
montivilliers,16390,49.545182,0.187688
santa maria,16390,-12,-76.9
thalwil,16389,47.289515,8.567546
padampur,16389,20.983333,83.066667
san ignacio de sabaneta,16381,19.4666667,-71.3333333
howard,16379,44.5436111,-88.0880556
parelhas,16377,-6.683333,-36.65
namyslow,16376,51.075035,17.714347
feira,16376,40.925348,-8.542769
butiama,16376,-1.7666667,33.9666667
baronissi,16375,40.733333,14.75
jussara,16374,-23.6,-52.466667
kishapu,16371,-3.6166667,33.8666667
cochrane,16367,51.2,-114.45
galanta,16365,48.2,17.7166667
dvur kralove,16364,50.429766,15.813812
grosse pointe woods,16364,42.4436111,-82.9069444
spittal,16363,46.8,13.5
gawler,16362,-34.602509,138.749023
taketa,16361,32.966667,131.4
remagen,16360,50.566667,7.233333
ryotsu,16359,38.083333,138.433333
romano di lombardia,16358,45.516667,9.75
kunzell,16356,50.55,9.716667
country club hills,16350,41.5680556,-87.7202778
hovelhof,16349,51.816667,8.65
bocsa,16349,45.373333,21.709167
oschatz,16348,51.3,13.116667
aabenraa,16344,55.036217,9.417999
nyangao,16343,-10.3333333,39.2833333
abony,16342,47.1899,20.004759
jasidih,16339,24.516667,86.65
carmo do cajuru,16333,-20.183333,-44.766667
kupino,16333,54.366349,77.29805
waverly,16332,42.7391667,-84.6208333
